"date","county","state","vehicle_primary_use","battery_electric_vehicles_bevs_","plug_in_hybrid_electric_vehicles_phevs_","electric_vehicle_ev_total","non_electric_vehicles","total_vehicles","percent_electric_vehicles"
"2021-04-30T00:00:00.000","Missoula","MT","Passenger","1","0","1","43","44","2.272727272727272727272727273"
"2021-03-31T00:00:00.000","Grant","WA","Passenger","95","94","189","67593","67782","0.2788350889616712401522528105"
"2019-09-30T00:00:00.000","Pend Oreille","WA","Passenger","7","6","13","9803","9816","0.1324368378158109209453952730"
"2019-08-31T00:00:00.000","Tuolumne","CA","Passenger","0","1","1","10","11","9.090909090909090909090909091"
"2021-04-30T00:00:00.000","Moore","NC","Passenger","0","1","1","131","132","0.7575757575757575757575757576"
"2021-03-31T00:00:00.000","Mason","WA","Passenger","219","147","366","48640","49006","0.7468473248173693017181569604"
"2021-03-31T00:00:00.000","Harris","TX","Passenger","1","0","1","167","168","0.5952380952380952380952380952"
"2021-04-30T00:00:00.000","Nueces","TX","Passenger","1","0","1","71","72","1.388888888888888888888888889"
"2020-09-30T00:00:00.000","Pima","AZ","Passenger","2","1","3","276","279","1.075268817204301075268817204"
"2021-03-31T00:00:00.000","Missoula","MT","Passenger","1","0","1","47","48","2.083333333333333333333333333"
"2021-03-31T00:00:00.000","Honolulu","HI","Passenger","4","0","4","339","343","1.166180758017492711370262391"
"2021-03-31T00:00:00.000","Howard","IN","Passenger","0","1","1","2","3","33.33333333333333333333333333"
"2021-02-28T00:00:00.000","Shelby","OH","Passenger","0","1","1","1","2","50.0"
"2021-04-30T00:00:00.000","Placer","CA","Passenger","1","0","1","68","69","1.449275362318840579710144928"
"2021-03-31T00:00:00.000","Monterey","CA","Passenger","1","0","1","160","161","0.6211180124223602484472049689"
"2020-09-30T00:00:00.000","Polk","FL","Passenger","1","0","1","59","60","1.666666666666666666666666667"
"2021-03-31T00:00:00.000","Island","WA","Passenger","574","316","890","64085","64975","1.369757599076567910734898038"
"2021-02-28T00:00:00.000","Snohomish","WA","Truck","5","0","5","128203","128208","0.003899912641956820167228254087"
"2021-03-31T00:00:00.000","Montgomery","AL","Passenger","0","1","1","31","32","3.12500"
"2020-07-31T00:00:00.000","Saint Louis","MO","Passenger","1","0","1","60","61","1.639344262295081967213114754"
"2021-03-31T00:00:00.000","Moore","NC","Passenger","0","1","1","129","130","0.7692307692307692307692307692"
"2021-04-30T00:00:00.000","Queens","NY","Passenger","1","0","1","44","45","2.222222222222222222222222222"
"2021-03-31T00:00:00.000","King","WA","Passenger","29207","8723","37930","1382170","1420100","2.670938666291106260122526583"
"2021-04-30T00:00:00.000","Saginaw","MI","Passenger","2","0","2","8","10","20.0"
"2021-02-28T00:00:00.000","Stevens","WA","Truck","0","0","0","19174","19174","0"
"2021-03-31T00:00:00.000","Kings","NY","Passenger","1","0","1","50","51","1.960784313725490196078431373"
"2020-07-31T00:00:00.000","Santa Barbara","CA","Passenger","1","0","1","84","85","1.176470588235294117647058824"
"2019-09-30T00:00:00.000","Riley","KS","Passenger","1","0","1","63","64","1.562500"
"2021-04-30T00:00:00.000","San Mateo","CA","Passenger","0","1","1","88","89","1.123595505617977528089887640"
"2019-09-30T00:00:00.000","Adams","WA","Truck","0","0","0","5358","5358","0"
"2020-07-31T00:00:00.000","Shasta","CA","Passenger","1","0","1","36","37","2.702702702702702702702702703"
"2020-07-31T00:00:00.000","Snohomish","WA","Passenger","4773","1892","6665","545106","551771","1.207928651560158109070610815"
"2021-03-31T00:00:00.000","Lincoln","WA","Truck","0","0","0","4817","4817","0"
"2021-04-30T00:00:00.000","Santa Barbara","CA","Passenger","1","0","1","75","76","1.315789473684210526315789474"
"2019-09-30T00:00:00.000","Alexandria City","VA","Passenger","4","0","4","144","148","2.702702702702702702702702703"
"2021-03-31T00:00:00.000","Otero","NM","Passenger","0","1","1","33","34","2.941176470588235294117647059"
"2020-09-30T00:00:00.000","San Bernardino","CA","Passenger","0","1","1","421","422","0.2369668246445497630331753555"
"2019-09-30T00:00:00.000","Santa Rosa","FL","Passenger","1","0","1","82","83","1.204819277108433734939759036"
"2021-04-30T00:00:00.000","Sarasota","FL","Passenger","1","0","1","21","22","4.545454545454545454545454545"
"2021-03-31T00:00:00.000","Pacific","WA","Truck","0","0","0","8003","8003","0"
"2021-02-28T00:00:00.000","Walla Walla","WA","Passenger","109","73","182","36831","37013","0.4917191257125874692675546430"
"2020-07-31T00:00:00.000","Stevens","WA","Passenger","40","37","77","31424","31501","0.2444366845496968350211104409"
"2020-07-31T00:00:00.000","Suffolk City","VA","Passenger","1","0","1","122","123","0.8130081300813008130081300813"
"2021-02-28T00:00:00.000","Whitman","WA","Passenger","55","49","104","22268","22372","0.4648667977829429644198104774"
"2020-09-30T00:00:00.000","Santa Cruz","CA","Passenger","1","0","1","31","32","3.12500"
"2021-03-31T00:00:00.000","Pima","AZ","Passenger","1","1","2","241","243","0.8230452674897119341563786008"
"2019-09-30T00:00:00.000","Asotin","WA","Truck","0","0","0","6898","6898","0"
"2021-02-28T00:00:00.000","Whitman","WA","Truck","2","0","2","8685","8687","0.02302290779325428801657649361"
"2020-07-31T00:00:00.000","Sumter","FL","Passenger","0","1","1","8","9","11.11111111111111111111111111"
"2019-09-30T00:00:00.000","Spartanburg","SC","Passenger","0","1","1","31","32","3.12500"
"2021-04-30T00:00:00.000","Suffolk City","VA","Passenger","1","0","1","116","117","0.8547008547008547008547008547"
"2021-02-28T00:00:00.000","Williamson","TX","Passenger","1","0","1","86","87","1.149425287356321839080459770"
"2021-03-31T00:00:00.000","Polk","FL","Passenger","1","0","1","51","52","1.923076923076923076923076923"
"2021-03-31T00:00:00.000","Norfolk City","VA","Passenger","2","1","3","324","327","0.9174311926605504587155963303"
"2020-07-31T00:00:00.000","Travis","TX","Passenger","1","2","3","145","148","2.027027027027027027027027027"
"2020-09-30T00:00:00.000","Spokane","WA","Truck","1","0","1","102125","102126","0.0009791825783835653996044102383"
"2021-04-30T00:00:00.000","Utah","UT","Passenger","0","1","1","90","91","1.098901098901098901098901099"
"2021-03-31T00:00:00.000","Okanogan","WA","Truck","0","0","0","3955","3955","0"
"2020-09-30T00:00:00.000","Stafford","VA","Passenger","1","0","1","84","85","1.176470588235294117647058824"
"2021-03-31T00:00:00.000","Alameda","CA","Passenger","2","0","2","217","219","0.9132420091324200913242009132"
"2020-09-30T00:00:00.000","Stevens","WA","Passenger","38","40","78","31184","31262","0.2495041903908898982790608406"
"2021-03-31T00:00:00.000","Pend Oreille","WA","Truck","1","0","1","5862","5863","0.01705611461709022684632440730"
"2019-09-30T00:00:00.000","Caddo","LA","Passenger","1","0","1","18","19","5.263157894736842105263157895"
"2021-03-31T00:00:00.000","Philadelphia","PA","Passenger","1","0","1","50","51","1.960784313725490196078431373"
"2020-07-31T00:00:00.000","Yakima","WA","Truck","0","0","0","62187","62187","0"
"2021-03-31T00:00:00.000","Powhatan","VA","Passenger","1","0","1","1","2","50.0"
"2021-03-31T00:00:00.000","Arlington","VA","Passenger","0","1","1","120","121","0.8264462809917355371900826446"
"2021-04-30T00:00:00.000","Yakima","WA","Passenger","222","148","370","171882","172252","0.2148015697930938392587604208"
"2020-09-30T00:00:00.000","Thurston","WA","Passenger","1303","803","2106","200595","202701","1.038968727337309633400920568"
"2021-03-31T00:00:00.000","San Bernardino","CA","Passenger","0","1","1","380","381","0.2624671916010498687664041995"
"2019-09-30T00:00:00.000","Ventura","CA","Passenger","0","1","1","308","309","0.3236245954692556634304207120"
"2021-03-31T00:00:00.000","Santa Cruz","CA","Passenger","1","0","1","28","29","3.448275862068965517241379310"
"2021-05-31T00:00:00.000","Arapahoe","CO","Passenger","1","0","1","99","100","1.00"
"2021-03-31T00:00:00.000","Bexar","TX","Passenger","3","5","8","464","472","1.694915254237288135593220339"
"2021-05-31T00:00:00.000","Bay","FL","Passenger","1","0","1","29","30","3.333333333333333333333333333"
"2020-08-31T00:00:00.000","Bay","FL","Passenger","1","0","1","30","31","3.225806451612903225806451613"
"2021-03-31T00:00:00.000","Sarpy","NE","Passenger","1","0","1","58","59","1.694915254237288135593220339"
"2019-09-30T00:00:00.000","Wahkiakum","WA","Passenger","2","4","6","3114","3120","0.1923076923076923076923076923"
"2020-09-30T00:00:00.000","Walla Walla","WA","Truck","0","0","0","14185","14185","0"
"2021-03-31T00:00:00.000","San Diego","CA","Passenger","14","8","22","2591","2613","0.8419441255262150784538844240"
"2021-03-31T00:00:00.000","San Francisco","CA","Passenger","1","1","2","81","83","2.409638554216867469879518072"
"2020-08-31T00:00:00.000","Bexar","TX","Passenger","4","5","9","514","523","1.720841300191204588910133843"
"2019-09-30T00:00:00.000","Columbia","GA","Passenger","1","1","2","147","149","1.342281879194630872483221477"
"2020-09-30T00:00:00.000","Westchester","NY","Passenger","0","1","1","21","22","4.545454545454545454545454545"
"2021-05-31T00:00:00.000","Benton","WA","Truck","4","0","4","44202","44206","0.009048545446319504139709541691"
"2021-03-31T00:00:00.000","Skamania","WA","Passenger","42","25","67","8495","8562","0.7825274468582106984349451063"
"2021-05-31T00:00:00.000","Bucks","PA","Passenger","1","0","1","17","18","5.555555555555555555555555556"
"2021-03-31T00:00:00.000","Clark","NV","Passenger","4","1","5","550","555","0.9009009009009009009009009009"
"2021-05-31T00:00:00.000","Calvert","MD","Passenger","0","2","2","85","87","2.298850574712643678160919540"
"2021-03-31T00:00:00.000","Skamania","WA","Truck","0","0","0","4124","4124","0"
"2020-08-31T00:00:00.000","Charleston","SC","Passenger","1","0","1","93","94","1.063829787234042553191489362"
"2020-10-31T00:00:00.000","NULL","WA","Passenger","0","0","0","2","2","0"
"2021-03-31T00:00:00.000","Columbia","GA","Passenger","1","0","1","123","124","0.8064516129032258064516129032"
"2021-05-31T00:00:00.000","Charles","MD","Passenger","1","1","2","58","60","3.333333333333333333333333333"
"2020-08-31T00:00:00.000","Chelan","WA","Passenger","253","83","336","55273","55609","0.6042187415706090740707439443"
"2021-03-31T00:00:00.000","Spartanburg","SC","Passenger","0","1","1","35","36","2.777777777777777777777777778"
"2019-09-30T00:00:00.000","Dekalb","IN","Passenger","1","0","1","1","2","50.0"
"2021-03-31T00:00:00.000","Spokane","WA","Passenger","1003","621","1624","327394","329018","0.4935900163516889653453610441"
"2021-05-31T00:00:00.000","Charleston","SC","Passenger","1","0","1","74","75","1.333333333333333333333333333"
"2019-10-31T00:00:00.000","Alexandria City","VA","Passenger","4","0","4","143","147","2.721088435374149659863945578"
"2021-03-31T00:00:00.000","Cowlitz","WA","Truck","1","0","1","29580","29581","0.003380548324938304993069875934"
"2020-08-31T00:00:00.000","Clark","WA","Truck","0","0","0","84569","84569","0"
"2021-03-31T00:00:00.000","Vigo","IN","Passenger","1","0","1","3","4","25.00"
"2021-05-31T00:00:00.000","Chesapeake City","VA","Passenger","0","3","3","352","355","0.8450704225352112676056338028"
"2020-08-31T00:00:00.000","Clay","FL","Passenger","0","1","1","78","79","1.265822784810126582278481013"
"2021-03-31T00:00:00.000","Walla Walla","WA","Truck","0","0","0","14253","14253","0"
"2021-03-31T00:00:00.000","Wahkiakum","WA","Truck","0","0","0","1817","1817","0"
"2021-05-31T00:00:00.000","Clallam","WA","Truck","1","0","1","22279","22280","0.004488330341113105924596050269"
"2021-03-31T00:00:00.000","El Paso","TX","Passenger","2","0","2","373","375","0.5333333333333333333333333333"
"2021-03-31T00:00:00.000","Walla Walla","WA","Passenger","109","75","184","36905","37089","0.4961039661355118768367979724"
"2021-05-31T00:00:00.000","Clark","WA","Passenger","2885","1393","4278","325601","329879","1.296839144049787952552299480"
"2019-09-30T00:00:00.000","Fairbanks North Star","AK","Passenger","0","1","1","97","98","1.020408163265306122448979592"
"2021-03-31T00:00:00.000","Westchester","NY","Passenger","0","1","1","18","19","5.263157894736842105263157895"
"2020-08-31T00:00:00.000","Cowlitz","WA","Passenger","163","133","296","73537","73833","0.4009047444909457830509392819"
"2021-03-31T00:00:00.000","Whatcom","WA","Passenger","1371","600","1971","152739","154710","1.273996509598603839441535777"
"2021-03-31T00:00:00.000","Whatcom","WA","Truck","6","0","6","44506","44512","0.01347951114306254493170381021"
"2019-09-30T00:00:00.000","Ferry","WA","Passenger","5","2","7","4594","4601","0.1521408389480547707020212997"
"2021-03-31T00:00:00.000","Wichita","TX","Passenger","1","0","1","37","38","2.631578947368421052631578947"
"2019-10-31T00:00:00.000","Boulder","CO","Passenger","1","1","2","40","42","4.761904761904761904761904762"
"2019-09-30T00:00:00.000","Franklin","WA","Truck","0","0","0","20137","20137","0"
"2021-03-31T00:00:00.000","Grant","WA","Truck","0","0","0","28365","28365","0"
"2020-08-31T00:00:00.000","Douglas","WA","Truck","0","0","0","12631","12631","0"
"2019-09-30T00:00:00.000","Frederick","MD","Passenger","2","1","3","84","87","3.448275862068965517241379310"
"2019-10-31T00:00:00.000","Brevard","FL","Passenger","0","1","1","76","77","1.298701298701298701298701299"
"2021-04-30T00:00:00.000","Alameda","CA","Passenger","2","0","2","208","210","0.9523809523809523809523809524"
"2020-10-31T00:00:00.000","Carroll","MD","Passenger","0","1","1","15","16","6.2500"
"2021-04-30T00:00:00.000","Anne Arundel","MD","Passenger","3","3","6","371","377","1.591511936339522546419098143"
"2021-03-31T00:00:00.000","Grays Harbor","WA","Passenger","167","133","300","49645","49945","0.6006607267994794273701071178"
"2020-08-31T00:00:00.000","Erie","NY","Passenger","1","0","1","37","38","2.631578947368421052631578947"
"2020-10-31T00:00:00.000","Cascade","MT","Passenger","0","1","1","54","55","1.818181818181818181818181818"
"2021-03-31T00:00:00.000","Grays Harbor","WA","Truck","1","0","1","21535","21536","0.004643387815750371471025260030"
"2021-04-30T00:00:00.000","Asotin","WA","Passenger","20","15","35","12848","12883","0.2716758518978498796864084452"
"2021-04-30T00:00:00.000","NULL","CA","Passenger","1","4","5","216","221","2.262443438914027149321266968"
"2020-08-31T00:00:00.000","Fairfax","VA","Passenger","5","5","10","698","708","1.412429378531073446327683616"
"2021-05-31T00:00:00.000","Douglas","WA","Passenger","93","48","141","28838","28979","0.4865592325477069602125677215"
"2020-10-31T00:00:00.000","Chaves","NM","Passenger","1","0","1","9","10","10.0"
"2021-04-30T00:00:00.000","Allegheny","PA","Passenger","1","0","1","54","55","1.818181818181818181818181818"
"2021-05-31T00:00:00.000","Erie","NY","Passenger","1","0","1","31","32","3.12500"
"2021-05-31T00:00:00.000","Fairfax","VA","Passenger","5","6","11","626","637","1.726844583987441130298273155"
"2020-10-31T00:00:00.000","Chesapeake City","VA","Passenger","0","3","3","387","390","0.7692307692307692307692307692"
"2020-08-31T00:00:00.000","Fulton","GA","Passenger","1","2","3","91","94","3.191489361702127659574468085"
"2021-04-30T00:00:00.000","Arlington","VA","Passenger","0","1","1","119","120","0.8333333333333333333333333333"
"2019-09-30T00:00:00.000","Grays Harbor","WA","Truck","0","0","0","21142","21142","0"
"2021-04-30T00:00:00.000","Camden","GA","Passenger","1","0","1","125","126","0.7936507936507936507936507937"
"2020-08-31T00:00:00.000","Grant","WA","Passenger","69","80","149","66982","67131","0.2219540897647882498398653379"
"2021-03-31T00:00:00.000","Hidalgo","TX","Passenger","0","1","1","57","58","1.724137931034482758620689655"
"2020-08-31T00:00:00.000","Grays Harbor","WA","Passenger","128","120","248","49130","49378","0.5022479646806269998784883956"
"2021-04-30T00:00:00.000","Bell","TX","Passenger","0","1","1","335","336","0.2976190476190476190476190476"
"2021-04-30T00:00:00.000","Benton","WA","Truck","3","0","3","44316","44319","0.006769105801123671562986529479"
"2020-10-31T00:00:00.000","Clark","WA","Passenger","2343","1177","3520","324746","328266","1.072301121651343727343069340"
"2021-05-31T00:00:00.000","Howard","IN","Passenger","0","1","1","2","3","33.33333333333333333333333333"
"2019-09-30T00:00:00.000","Harrison","MS","Passenger","1","0","1","65","66","1.515151515151515151515151515"
"2019-10-31T00:00:00.000","Columbia","WA","Passenger","3","2","5","2491","2496","0.2003205128205128205128205128"
"2021-05-31T00:00:00.000","Howard","MD","Passenger","0","1","1","72","73","1.369863013698630136986301370"
"2021-03-31T00:00:00.000","Jones","GA","Passenger","1","0","1","1","2","50.0"
"2020-08-31T00:00:00.000","Howard","IN","Passenger","0","1","1","2","3","33.33333333333333333333333333"
"2021-05-31T00:00:00.000","Island","WA","Passenger","615","324","939","64120","65059","1.443305307490124348668132003"
"2021-04-30T00:00:00.000","Cowlitz","WA","Truck","2","0","2","29624","29626","0.006750826976304597313170863431"
"2020-08-31T00:00:00.000","Island","WA","Truck","1","0","1","21726","21727","0.004602568233074055322870161550"
"2021-04-30T00:00:00.000","Bradley","TN","Passenger","1","1","2","0","2","100"
"2021-03-31T00:00:00.000","Klickitat","WA","Truck","0","0","0","8351","8351","0"
"2021-04-30T00:00:00.000","Cumberland","NC","Truck","1","0","1","96","97","1.030927835051546391752577320"
"2021-04-30T00:00:00.000","Danville City","VA","Passenger","1","0","1","0","1","100"
"2020-08-31T00:00:00.000","Kent","MI","Passenger","0","1","1","20","21","4.761904761904761904761904762"
"2021-05-31T00:00:00.000","Kittitas","WA","Passenger","163","65","228","30374","30602","0.7450493431801843016796287824"
"2021-04-30T00:00:00.000","District Of Columbia","DC","Passenger","2","2","4","195","199","2.010050251256281407035175879"
"2020-08-31T00:00:00.000","King","WA","Passenger","25851","8118","33969","1392451","1426420","2.381416413118155942849931998"
"2021-05-31T00:00:00.000","Klickitat","WA","Passenger","69","46","115","15472","15587","0.7377943157759671521139411048"
"2020-10-31T00:00:00.000","Denton","TX","Passenger","1","0","1","57","58","1.724137931034482758620689655"
"2020-08-31T00:00:00.000","Klickitat","WA","Passenger","60","43","103","15433","15536","0.6629763130792996910401647786"
"2021-05-31T00:00:00.000","Lincoln","WA","Truck","0","0","0","4805","4805","0"
"2021-04-30T00:00:00.000","Carson City","NV","Passenger","1","0","1","10","11","9.090909090909090909090909091"
"2020-08-31T00:00:00.000","Klickitat","WA","Truck","0","0","0","8364","8364","0"
"2021-04-30T00:00:00.000","El Paso","TX","Passenger","2","0","2","364","366","0.5464480874316939890710382514"
"2019-10-31T00:00:00.000","Douglas","NE","Passenger","0","1","1","55","56","1.785714285714285714285714286"
"2021-04-30T00:00:00.000","Charles","MD","Passenger","1","1","2","59","61","3.278688524590163934426229508"
"2019-10-31T00:00:00.000","Douglas","OR","Passenger","1","0","1","44","45","2.222222222222222222222222222"
"2021-04-30T00:00:00.000","Fairbanks North Star","AK","Passenger","0","1","1","82","83","1.204819277108433734939759036"
"2020-10-31T00:00:00.000","El Paso","CO","Passenger","1","0","1","630","631","0.1584786053882725832012678288"
"2021-04-30T00:00:00.000","Flathead","MT","Passenger","1","0","1","33","34","2.941176470588235294117647059"
"2019-10-31T00:00:00.000","Dupage","IL","Passenger","2","0","2","50","52","3.846153846153846153846153846"
"2020-08-31T00:00:00.000","Lewis","WA","Passenger","124","125","249","59357","59606","0.4177431802167567023454014697"
"2021-04-30T00:00:00.000","Clallam","WA","Truck","1","0","1","22321","22322","0.004479885314935937639996416092"
"2021-04-30T00:00:00.000","Franklin","WA","Passenger","117","99","216","62797","63013","0.3427864091536667036960627172"
"2021-05-31T00:00:00.000","Nassau","NY","Passenger","1","0","1","19","20","5.00"
"2020-10-31T00:00:00.000","Fresno","CA","Passenger","1","0","1","162","163","0.6134969325153374233128834356"
"2021-04-30T00:00:00.000","Grant","WA","Truck","1","0","1","28422","28423","0.003518277451359814234950568202"
"2021-05-31T00:00:00.000","Otero","NM","Passenger","0","1","1","33","34","2.941176470588235294117647059"
"2021-03-31T00:00:00.000","Orange","FL","Passenger","1","0","1","98","99","1.010101010101010101010101010"
"2021-04-30T00:00:00.000","Cumberland","NC","Passenger","0","2","2","418","420","0.4761904761904761904761904762"
"2021-05-31T00:00:00.000","Pacific","WA","Truck","0","0","0","8013","8013","0"
"2021-03-31T00:00:00.000","Ozaukee","WI","Passenger","0","1","1","3","4","25.00"
"2021-04-30T00:00:00.000","Grays Harbor","WA","Truck","2","0","2","21631","21633","0.009245134747838949752692645495"
"2021-05-31T00:00:00.000","Pend Oreille","WA","Truck","1","0","1","5846","5847","0.01710278775440396784675902172"
"2020-08-31T00:00:00.000","Montgomery","OH","Passenger","0","1","1","59","60","1.666666666666666666666666667"
"2021-05-31T00:00:00.000","Pima","AZ","Passenger","1","1","2","217","219","0.9132420091324200913242009132"
"2020-10-31T00:00:00.000","Greene","MO","Passenger","0","1","1","22","23","4.347826086956521739130434783"
"2021-03-31T00:00:00.000","Pinellas","FL","Passenger","1","1","2","64","66","3.030303030303030303030303030"
"2021-05-31T00:00:00.000","Polk","FL","Passenger","1","0","1","48","49","2.040816326530612244897959184"
"2019-10-31T00:00:00.000","Guadalupe","TX","Passenger","2","0","2","57","59","3.389830508474576271186440678"
"2020-10-31T00:00:00.000","Hamilton","IN","Passenger","1","0","1","30","31","3.225806451612903225806451613"
"2019-10-31T00:00:00.000","Guilford","NC","Passenger","1","0","1","28","29","3.448275862068965517241379310"
"2021-04-30T00:00:00.000","Davidson","TN","Passenger","1","0","1","41","42","2.380952380952380952380952381"
"2019-10-31T00:00:00.000","Hennepin","MN","Passenger","2","0","2","95","97","2.061855670103092783505154639"
"2019-09-30T00:00:00.000","Liberty","GA","Passenger","1","0","1","131","132","0.7575757575757575757575757576"
"2021-04-30T00:00:00.000","El Dorado","CA","Passenger","1","0","1","26","27","3.703703703703703703703703704"
"2021-03-31T00:00:00.000","San Juan","WA","Truck","0","0","0","6022","6022","0"
"2021-05-31T00:00:00.000","Sevier","AR","Passenger","0","1","1","0","1","100"
"2021-05-31T00:00:00.000","Shelby","OH","Passenger","0","1","1","0","1","100"
"2020-08-31T00:00:00.000","Pima","AZ","Passenger","2","1","3","279","282","1.063829787234042553191489362"
"2021-04-30T00:00:00.000","King","WA","Truck","42","1","43","187313","187356","0.02295095967036016994385021029"
"2021-04-30T00:00:00.000","Kitsap","WA","Truck","6","0","6","55334","55340","0.01084206722081676906396819660"
"2021-05-31T00:00:00.000","Skamania","WA","Passenger","47","34","81","8550","8631","0.9384775808133472367049009385"
"2020-10-31T00:00:00.000","Jefferson","WA","Passenger","270","165","435","25183","25618","1.698024826294012022796471231"
"2021-04-30T00:00:00.000","Klamath","OR","Passenger","1","0","1","20","21","4.761904761904761904761904762"
"2020-08-31T00:00:00.000","Polk","FL","Passenger","1","0","1","60","61","1.639344262295081967213114754"
"2021-03-31T00:00:00.000","Spokane","WA","Truck","8","0","8","103050","103058","0.007762619107686933571386985969"
"2019-09-30T00:00:00.000","Maricopa","AZ","Passenger","6","3","9","1274","1283","0.7014809041309431021044427124"
"2020-08-31T00:00:00.000","Powhatan","VA","Passenger","1","0","1","0","1","100"
"2021-04-30T00:00:00.000","Glacier","MT","Passenger","0","1","1","4","5","20.0"
"2020-10-31T00:00:00.000","Klickitat","WA","Passenger","62","45","107","15392","15499","0.6903671204593844764178334086"
"2021-05-31T00:00:00.000","Vigo","IN","Passenger","1","0","1","3","4","25.00"
"2020-08-31T00:00:00.000","Prince William","VA","Passenger","2","2","4","217","221","1.809954751131221719457013575"
"2021-03-31T00:00:00.000","Thurston","WA","Passenger","1523","866","2389","200201","202590","1.179228984648798065057505306"
"2021-05-31T00:00:00.000","Wahkiakum","WA","Passenger","13","8","21","3140","3161","0.6643467257197089528630180323"
"2021-04-30T00:00:00.000","Lewis","WA","Truck","0","0","0","27251","27251","0"
"2019-10-31T00:00:00.000","Jefferson","WA","Truck","0","0","0","9883","9883","0"
"2021-05-31T00:00:00.000","Wahkiakum","WA","Truck","0","0","0","1823","1823","0"
"2021-04-30T00:00:00.000","Grays Harbor","WA","Passenger","173","137","310","49879","50189","0.6176652254478072884496602841"
"2019-09-30T00:00:00.000","Mason","WA","Passenger","156","134","290","48448","48738","0.5950182609052484714186056055"
"2021-05-31T00:00:00.000","Walla Walla","WA","Passenger","112","75","187","36994","37181","0.5029450525806191334283639493"
"2021-03-31T00:00:00.000","Ventura","CA","Passenger","1","2","3","254","257","1.167315175097276264591439689"
"2019-10-31T00:00:00.000","Juneau","AK","Passenger","0","1","1","21","22","4.545454545454545454545454545"
"2021-05-31T00:00:00.000","Whatcom","WA","Passenger","1457","614","2071","152665","154736","1.338408644400785854616895874"
"2020-08-31T00:00:00.000","Saint Clair","IL","Passenger","1","0","1","139","140","0.7142857142857142857142857143"
"2021-05-31T00:00:00.000","Whitman","WA","Truck","2","0","2","8672","8674","0.02305741295826608254553839059"
"2021-04-30T00:00:00.000","Harnett","NC","Passenger","0","1","1","150","151","0.6622516556291390728476821192"
"2020-08-31T00:00:00.000","San Francisco","CA","Passenger","2","1","3","82","85","3.529411764705882352941176471"
"2021-05-31T00:00:00.000","Williamson","TX","Passenger","1","0","1","75","76","1.315789473684210526315789474"
"2020-10-31T00:00:00.000","Mecklenburg","NC","Passenger","1","0","1","67","68","1.470588235294117647058823529"
"2021-04-30T00:00:00.000","Maui","HI","Passenger","1","0","1","26","27","3.703703703703703703703703704"
"2021-04-30T00:00:00.000","Hidalgo","TX","Passenger","0","1","1","56","57","1.754385964912280701754385965"
"2020-08-31T00:00:00.000","Skamania","WA","Truck","0","0","0","4167","4167","0"
"2020-10-31T00:00:00.000","Montgomery","OH","Passenger","0","1","1","59","60","1.666666666666666666666666667"
"2020-08-31T00:00:00.000","Spokane","WA","Passenger","827","539","1366","323794","325160","0.4201008734161643498585311846"
"2021-04-30T00:00:00.000","Montgomery","PA","Passenger","1","0","1","16","17","5.882352941176470588235294118"
"2021-06-30T00:00:00.000","NULL","CA","Passenger","1","4","5","212","217","2.304147465437788018433179724"
"2021-04-30T00:00:00.000","Arapahoe","CO","Passenger","1","0","1","104","105","0.9523809523809523809523809524"
"2021-04-30T00:00:00.000","New Castle","DE","Passenger","1","0","1","20","21","4.761904761904761904761904762"
"2021-04-30T00:00:00.000","Bay","FL","Passenger","1","0","1","30","31","3.225806451612903225806451613"
"2020-10-31T00:00:00.000","Nueces","TX","Passenger","1","0","1","78","79","1.265822784810126582278481013"
"2021-06-30T00:00:00.000","Bell","TX","Passenger","0","1","1","318","319","0.3134796238244514106583072100"
"2019-09-30T00:00:00.000","Montgomery","AL","Passenger","0","2","2","38","40","5.00"
"2020-10-31T00:00:00.000","Okanogan","NULL","Passenger","42","31","73","20684","20757","0.3516885869827046297634532929"
"2021-04-30T00:00:00.000","Bexar","TX","Passenger","3","5","8","454","462","1.731601731601731601731601732"
"2021-06-30T00:00:00.000","Bradley","TN","Passenger","0","1","1","0","1","100"
"2021-04-30T00:00:00.000","Kent","DE","Passenger","0","1","1","58","59","1.694915254237288135593220339"
"2020-08-31T00:00:00.000","Thurston","WA","Passenger","1285","803","2088","200509","202597","1.030617432637205881627072464"
"2021-04-30T00:00:00.000","Boone","MO","Passenger","0","1","1","6","7","14.28571428571428571428571429"
"2019-09-30T00:00:00.000","Moore","NC","Passenger","0","1","1","182","183","0.5464480874316939890710382514"
"2021-04-30T00:00:00.000","Kittitas","WA","Truck","1","0","1","14997","14998","0.006667555674089878650486731564"
"2020-08-31T00:00:00.000","Ventura","CA","Passenger","1","2","3","278","281","1.067615658362989323843416370"
"2020-08-31T00:00:00.000","Vigo","IN","Passenger","1","0","1","3","4","25.00"
"2021-04-30T00:00:00.000","Pennington","SD","Passenger","1","0","1","30","31","3.225806451612903225806451613"
"2020-08-31T00:00:00.000","Wahkiakum","WA","Truck","0","0","0","1784","1784","0"
"2021-06-30T00:00:00.000","Bryan","GA","Passenger","1","0","1","55","56","1.785714285714285714285714286"
"2019-09-30T00:00:00.000","New Castle","DE","Passenger","1","0","1","23","24","4.166666666666666666666666667"
"2020-08-31T00:00:00.000","Walla Walla","WA","Truck","0","0","0","14149","14149","0"
"2021-06-30T00:00:00.000","Carson City","NV","Passenger","1","0","1","10","11","9.090909090909090909090909091"
